-4.5620e-02,0.0012
-4.5610e-02,0.0016
-4.5600e-02,0.002
-4.5590e-02,0.0016
-4.5580e-02,0.0016
-4.5570e-02,0.0014
-4.5560e-02,0.0016
-4.5550e-02,0.0012
-4.5540e-02,0.0014
-4.5530e-02,0.0016
-4.5520e-02,0.002
-4.5510e-02,0.0018
-4.5500e-02,0.0014
-4.5490e-02,0.0016
-4.5480e-02,0.0018
-4.5470e-02,0.0016
-4.5460e-02,0.0016
-4.5450e-02,0.0016
-4.5440e-02,0.0016
-4.5430e-02,0.0014
-4.5420e-02,0.0018
-4.5410e-02,0.0018
-4.5400e-02,0.0014
-4.5390e-02,0.0016
-4.5380e-02,0.0018
-4.5370e-02,0.0016
-4.5360e-02,0.0018
-4.5350e-02,0.0014
-4.5340e-02,0.0018
-4.5330e-02,0.0014
-4.5320e-02,0.0012
-4.5310e-02,0.0016
-4.5300e-02,0.002
-4.5290e-02,0.0016
-4.5280e-02,0.0014
-4.5270e-02,0.0018
-4.5260e-02,0.0018
-4.5250e-02,0.0014
-4.5240e-02,0.0018
-4.5230e-02,0.0018
-4.5220e-02,0.0018
-4.5210e-02,0.0016
-4.5200e-02,0.0016
-4.5190e-02,0.0016
-4.5180e-02,0.0018
-4.5170e-02,0.0012
-4.5160e-02,0.0016
-4.5150e-02,0.0016
-4.5140e-02,0.0016
-4.5130e-02,0.0018
-4.5120e-02,0.002
-4.5110e-02,0.0018
-4.5100e-02,0.0014
-4.5090e-02,0.0016
-4.5080e-02,0.0014
-4.5070e-02,0.0012
-4.5060e-02,0.0016
-4.5050e-02,0.0016
-4.5040e-02,0.0018
-4.5030e-02,0.0014
-4.5020e-02,0.002
-4.5010e-02,0.002
-4.5000e-02,0.0016
-4.4990e-02,0.0018
-4.4980e-02,0.0016
-4.4970e-02,0.0018
-4.4960e-02,0.002
-4.4950e-02,0.0016
-4.4940e-02,0.0014
-4.4930e-02,0.0018
-4.4920e-02,0.0018
-4.4910e-02,0.0014
-4.4900e-02,0.0014
-4.4890e-02,0.0016
-4.4880e-02,0.0016
-4.4870e-02,0.0016
-4.4860e-02,0.0018
-4.4850e-02,0.0016
-4.4840e-02,0.0018
-4.4830e-02,0.0016
-4.4820e-02,0.0014
-4.4810e-02,0.0012
-4.4800e-02,0.002
-4.4790e-02,0.0018
-4.4780e-02,0.0018
-4.4770e-02,0.0012
-4.4760e-02,0.0016
-4.4750e-02,0.0016
-4.4740e-02,0.0012
-4.4730e-02,0.0012
-4.4720e-02,0.0018
-4.4710e-02,0.0016
-4.4700e-02,0.0014
-4.4690e-02,0.0014
-4.4680e-02,0.0016
-4.4670e-02,0.002
-4.4660e-02,0.0018
-4.4650e-02,0.0018
-4.4640e-02,0.0014
-4.4630e-02,0.0012
-4.4620e-02,0.0014
-4.4610e-02,0.0016
-4.4600e-02,0.0016
-4.4590e-02,0.0016
-4.4580e-02,0.0016
-4.4570e-02,0.0016
-4.4560e-02,0.0014
-4.4550e-02,0.0018
-4.4540e-02,0.0014
-4.4530e-02,0.0018
-4.4520e-02,0.0016
-4.4510e-02,0.0016
-4.4500e-02,0.0016
-4.4490e-02,0.0016
-4.4480e-02,0.0012
-4.4470e-02,0.0018
-4.4460e-02,0.0012
-4.4450e-02,0.0018
-4.4440e-02,0.0012
-4.4430e-02,0.0014
-4.4420e-02,0.0018
-4.4410e-02,0.0012
-4.4400e-02,0.0016
-4.4390e-02,0.0018
-4.4380e-02,0.0016
-4.4370e-02,0.0014
-4.4360e-02,0.0018
-4.4350e-02,0.0018
-4.4340e-02,0.0014
-4.4330e-02,0.001
-4.4320e-02,0.0018
-4.4310e-02,0.0018
-4.4300e-02,0.0016
-4.4290e-02,0.0016
-4.4280e-02,0.0014
-4.4270e-02,0.002
-4.4260e-02,0.0016
-4.4250e-02,0.0014
-4.4240e-02,0.0016
-4.4230e-02,0.0016
-4.4220e-02,0.0018
-4.4210e-02,0.002
-4.4200e-02,0.0018
-4.4190e-02,0.0018
-4.4180e-02,0.0012
-4.4170e-02,0.0018
-4.4160e-02,0.0018
-4.4150e-02,0.0012
-4.4140e-02,0.0016
-4.4130e-02,0.0016
-4.4120e-02,0.0016
-4.4110e-02,0.0014
-4.4100e-02,0.002
-4.4090e-02,0.0014
-4.4080e-02,0.0018
-4.4070e-02,0.0014
-4.4060e-02,0.0018
-4.4050e-02,0.0014
-4.4040e-02,0.0016
-4.4030e-02,0.0016
-4.4020e-02,0.0018
-4.4010e-02,0.0018
-4.4000e-02,0.0014
-4.3990e-02,0.0018
-4.3980e-02,0.0018
-4.3970e-02,0.0012
-4.3960e-02,0.0016
-4.3950e-02,0.0016
-4.3940e-02,0.0018
-4.3930e-02,0.002
-4.3920e-02,0.0012
-4.3910e-02,0.001
-4.3900e-02,0.0018
-4.3890e-02,0.0012
-4.3880e-02,0.0016
-4.3870e-02,0.0018
-4.3860e-02,0.0014
-4.3850e-02,0.0018
-4.3840e-02,0.0016
-4.3830e-02,0.0014
-4.3820e-02,0.0014
-4.3810e-02,0.0012
-4.3800e-02,0.0014
-4.3790e-02,0.0016
-4.3780e-02,0.0016
-4.3770e-02,0.0016
-4.3760e-02,0.0018
-4.3750e-02,0.0012
-4.3740e-02,0.0012
-4.3730e-02,0.0014
-4.3720e-02,0.0014
-4.3710e-02,0.0012
-4.3700e-02,0.0016
-4.3690e-02,0.0016
-4.3680e-02,0.0014
-4.3670e-02,0.0014
-4.3660e-02,0.0016
-4.3650e-02,0.0014
-4.3640e-02,0.0012
-4.3630e-02,0.0012
-4.3620e-02,0.002
-4.3610e-02,0.0016
-4.3600e-02,0.0014
-4.3590e-02,0.0016
-4.3580e-02,0.0016
-4.3570e-02,0.0014
-4.3560e-02,0.0012
-4.3550e-02,0.0016
-4.3540e-02,0.0018
-4.3530e-02,0.0016
-4.3520e-02,0.0014
-4.3510e-02,0.0012
-4.3500e-02,0.0012
-4.3490e-02,0.0012
-4.3480e-02,0.0014
-4.3470e-02,0.0014
-4.3460e-02,0.002
-4.3450e-02,0.0014
-4.3440e-02,0.0014
-4.3430e-02,0.0016
-4.3420e-02,0.0014
-4.3410e-02,0.0018
-4.3400e-02,0.0012
-4.3390e-02,0.0012
-4.3380e-02,0.0012
-4.3370e-02,0.0014
-4.3360e-02,0.0016
-4.3350e-02,0.0016
-4.3340e-02,0.0014
-4.3330e-02,0.0014
-4.3320e-02,0.0016
-4.3310e-02,0.0014
-4.3300e-02,0.0012
-4.3290e-02,0.0014
-4.3280e-02,0.0014
-4.3270e-02,0.0018
-4.3260e-02,0.0014
-4.3250e-02,0.001
-4.3240e-02,0.0012
-4.3230e-02,0.0014
-4.3220e-02,0.0012
-4.3210e-02,0.0012
-4.3200e-02,0.0014
-4.3190e-02,0.0012
-4.3180e-02,0.0014
-4.3170e-02,0.0016
-4.3160e-02,0.0014
-4.3150e-02,0.0012
-4.3140e-02,0.0016
-4.3130e-02,0.0014
-4.3120e-02,0.0012
-4.3110e-02,0.0016
-4.3100e-02,0.0012
-4.3090e-02,0.0012
-4.3080e-02,0.0016
-4.3070e-02,0.0012
-4.3060e-02,0.001
-4.3050e-02,0.0012
-4.3040e-02,0.0014
-4.3030e-02,0.0014
-4.3020e-02,0.0012
-4.3010e-02,0.0016
-4.3000e-02,0.0014
-4.2990e-02,0.0012
-4.2980e-02,0.0016
-4.2970e-02,0.0012
-4.2960e-02,0.0012
-4.2950e-02,0.0014
-4.2940e-02,0.0008
-4.2930e-02,0.0008
-4.2920e-02,0.0014
-4.2910e-02,0.0014
-4.2900e-02,0.001
-4.2890e-02,0.0012
-4.2880e-02,0.0014
-4.2870e-02,0.0014
-4.2860e-02,0.0014
-4.2850e-02,0.001
-4.2840e-02,0.0016
-4.2830e-02,0.0008
-4.2820e-02,0.0014
-4.2810e-02,0.0016
-4.2800e-02,0.0014
-4.2790e-02,0.001
-4.2780e-02,0.0014
-4.2770e-02,0.0018
-4.2760e-02,0.0012
-4.2750e-02,0.0012
-4.2740e-02,0.001
-4.2730e-02,0.001
-4.2720e-02,0.0008
-4.2710e-02,0.0014
-4.2700e-02,0.0012
-4.2690e-02,0.0014
-4.2680e-02,0.0012
-4.2670e-02,0.0014
-4.2660e-02,0.0012
-4.2650e-02,0.0012
-4.2640e-02,0.0012
-4.2630e-02,0.0012
-4.2620e-02,0.0008
-4.2610e-02,0.0014
-4.2600e-02,0.001
-4.2590e-02,0.0014
-4.2580e-02,0.0012
-4.2570e-02,0.0014
-4.2560e-02,0.0008
-4.2550e-02,0.0014
-4.2540e-02,0.0014
-4.2530e-02,0.0014
-4.2520e-02,0.0016
-4.2510e-02,0.0012
-4.2500e-02,0.0012
-4.2490e-02,0.0014
-4.2480e-02,0.0018
-4.2470e-02,0.001
-4.2460e-02,0.0008
-4.2450e-02,0.0012
-4.2440e-02,0.0012
-4.2430e-02,0.0012
-4.2420e-02,0.0012
-4.2410e-02,0.0012
-4.2400e-02,0.001
-4.2390e-02,0.0008
-4.2380e-02,0.0012
-4.2370e-02,0.0012
-4.2360e-02,0.0014
-4.2350e-02,0.0012
-4.2340e-02,0.0016
-4.2330e-02,0.0014
-4.2320e-02,0.0012
